"borough","neighborhood","building_class_category","tax_class_at_present","block","lot","building_class_at_present","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date"
"bronx","Bathgate","01 One Family Dwellings","1",3028,24,"A1","410 East 179th Street",NA,10457,1,0,1,1842,2048,1901,"1","A1",6e+05,2021-01-15
"bronx","Bathgate","01 One Family Dwellings","1",3045,12,"A1","2052 Bathgate Avenue",NA,10457,1,0,1,2340,1516,1910,"1","A1",580000,2021-07-22
"bronx","Bathgate","01 One Family Dwellings","1",3046,52,"B3","2047 Bathgate Avenue",NA,10457,2,0,2,2329,1431,1901,"1","A1",526000,2020-09-22
"bronx","Bathgate","01 One Family Dwellings","1",3053,108,"A9","2317 Bassford Avenue",NA,10458,1,0,1,925,1188,1901,"1","A9",251600,2021-08-17
"bronx","Bathgate","02 Two Family Dwellings","1",2912,135,"B1","492 Claremont Parkway",NA,10457,2,0,2,2000,2400,1993,"1","B1",655000,2021-04-09
"bronx","Bathgate","02 Two Family Dwellings","1",3030,203,"B3","4461 Park Ave",NA,10457,2,0,2,1592,1860,1899,"1","B3",710000,2021-05-03
"bronx","Bathgate","02 Two Family Dwellings","1",3037,3,"B2","4386 Park Avenue",NA,10457,2,0,2,1144,2889,1899,"1","B2",15000,2021-02-03
"bronx","Bathgate","02 Two Family Dwellings","1",3039,44,"B1","444 East 186 Street",NA,10458,2,0,2,2000,2060,1901,"1","B1",385000,2021-02-16
"bronx","Bathgate","02 Two Family Dwellings","1",3040,16,"B2","464 East 187 Street",NA,10458,2,0,2,1642,1820,1910,"1","B2",150000,2021-04-20
"bronx","Bathgate","02 Two Family Dwellings","1",3041,7,"S2","444 Cyrus Place",NA,10458,2,1,3,2467,1900,1910,"1","S2",412500,2020-12-09
"bronx","Bathgate","02 Two Family Dwellings","1",3044,165,"B1","2004 Bathgate Ave",NA,10457,2,0,2,1615,2340,1998,"1","B1",675000,2021-06-14
"bronx","Bathgate","02 Two Family Dwellings","1",3045,16,"B3","2060 Bathgate Avenue",NA,10457,2,0,2,1429,1872,1910,"1","B3",6e+05,2021-03-12
"bronx","Bathgate","02 Two Family Dwellings","1",3046,5,"B1","2024 Washington Ave",NA,10457,2,0,2,1907,2901,2000,"1","B1",625000,2020-09-03
"bronx","Bathgate","02 Two Family Dwellings","1",3050,90,"B2","505 E 182 Street",NA,10457,2,0,2,1960,2278,1901,"1","B2",734000,2021-07-13
"bronx","Bathgate","02 Two Family Dwellings","1",3053,7,"B2","2306 Bassford Avenue",NA,10458,2,0,2,2085,3374,1901,"1","B2",750000,2020-10-09
"bronx","Bathgate","02 Two Family Dwellings","1",3053,17,"B2","2301 Bathgate Avenue",NA,10458,2,0,2,1169,1836,1901,"1","B2",404586,2020-12-31
"bronx","Bathgate","03 Three Family Dwellings","1",3035,53,"C0","459 East 178th St",NA,10457,3,0,3,1799,3520,2007,"1","C0",670000,2021-07-26
"bronx","Bathgate","03 Three Family Dwellings","1",3037,67,"C0","460 East 182nd Street",NA,10457,3,0,3,2000,3744,1899,"1","C0",735000,2021-04-14
"bronx","Bathgate","03 Three Family Dwellings","1",3039,61,"C0","2355 Washington Avenue",NA,10458,3,0,3,1638,3240,2007,"1","C0",920000,2021-01-07
"bronx","Bathgate","03 Three Family Dwellings","1",3040,13,"C0","458 E 187th Street",NA,10458,3,0,3,1650,1776,1910,"1","C0",440000,2021-06-30
"bronx","Bathgate","03 Three Family Dwellings","1",3046,28,"C0","2092 Washington Avenue",NA,10457,3,0,3,2362,3438,2011,"1","C0",920000,2021-06-10
"bronx","Bathgate","03 Three Family Dwellings","1",3046,143,"C0","2054 Washington Avenue",NA,10457,3,0,3,1995,2901,2000,"1","C0",810000,2020-10-22
"bronx","Bathgate","03 Three Family Dwellings","1",3048,5,"C0","2164 Bathgate Avenue",NA,10457,3,0,3,2633,2524,1901,"1","C0",825000,2021-04-07
"bronx","Bathgate","07 Rentals - Walkup Apartments","2B",3031,51,"C1","4619 Park Avenue",NA,10458,8,0,8,3798,8976,1910,"2","C1",638750,2020-11-13
"bronx","Bathgate","07 Rentals - Walkup Apartments","2",3040,22,"C7","2383 Washington Avenue",NA,10458,24,2,26,5050,20365,1911,"2","C7",3200000,2020-11-25
"bronx","Bathgate","08 Rentals - Elevator Apartments","2",2897,127,"D1","417-429 Claremont Parkway",NA,10457,46,0,46,12598,56700,2005,"2","D1",5e+06,2020-10-02
"bronx","Bathgate","08 Rentals - Elevator Apartments","2",3040,3,"D1","4648 Park Avenue",NA,10458,70,0,70,20000,80658,2004,"2","D1",18418,2021-02-03
"bronx","Bathgate","14 Rentals - 4-10 Unit","2A",3048,50,"S9","4417 3rd Ave",NA,10457,4,2,6,2500,6000,1931,"2","S9",1500000,2020-09-15
"bronx","Bathgate","22 Store Buildings","4",2900,58,"K4","1872 Webster Avenue",NA,10457,0,1,1,2300,3542,1925,"4","K4",1100000,2021-08-06
"bronx","Bathgate","26 Other Hotels","4",3051,31,"H6","548 East 183 Street",NA,10458,32,3,35,5452,22345,1912,"4","H6",6140000,2021-06-24
"bronx","Bathgate","27 Factories","4",3034,18,"F5","4242 Park Avenue",NA,10457,0,1,1,4050,4000,1925,"4","F5",850000,2021-05-20
"bronx","Bathgate","30 Warehouses","4",3031,66,"E1","4583 Park Avenue",NA,10458,0,1,1,5490,4984,1912,"4","E1",1170000,2020-12-31
"bronx","Bathgate","30 Warehouses","4",3034,12,"E1","4228 Park Avenue",NA,10457,0,1,1,8775,5980,1925,"4","E1",4200000,2021-06-30
"bronx","Bathgate","30 Warehouses","4",3034,15,"E1","4234 Park Avenue",NA,10457,0,1,1,8100,7500,1931,"4","E1",4200000,2021-06-30
"bronx","Baychester","01 One Family Dwellings","1",4706,46,"A5","1114 East 212 Street",NA,10469,1,0,1,2250,1920,1950,"1","A5",386000,2021-03-17
"bronx","Baychester","01 One Family Dwellings","1",4708,24,"A5","1145 E 213th St",NA,10469,1,0,1,2000,1140,1945,"1","A5",570000,2021-08-27
"bronx","Baychester","01 One Family Dwellings","1",4708,24,"A5","1145 East 213 Street",NA,10469,1,0,1,2000,1140,1945,"1","A5",338000,2021-03-19
"bronx","Baychester","01 One Family Dwellings","1",4709,31,"A5","1113 East 214 Street",NA,10469,1,0,1,1710,1890,1945,"1","A5",310000,2020-10-23
"bronx","Baychester","01 One Family Dwellings","1",4709,31,"A5","1113 East 214th Street",NA,10469,1,0,1,1710,1890,1945,"1","A5",561500,2021-06-18
"bronx","Baychester","01 One Family Dwellings","1",4709,126,"A5","1131 East 214th Street",NA,10469,1,0,1,1710,1890,1945,"1","A5",5e+05,2021-03-01
"bronx","Baychester","01 One Family Dwellings","1",4714,32,"A1","1409 Oakley Street",NA,10469,1,0,1,2375,1395,1935,"1","A1",540000,2021-07-20
"bronx","Baychester","01 One Family Dwellings","1",4715,50,"A9","3828 Laconia Avenue",NA,10469,1,0,1,1752,1690,1950,"1","A9",505000,2021-04-30
"bronx","Baychester","01 One Family Dwellings","1",4715,63,"A5","1122 East 221st Street",NA,10469,1,0,1,1746,1690,1950,"1","A5",530000,2021-06-25
"bronx","Baychester","01 One Family Dwellings","1",4725,44,"A5","1455 Hicks Street",NA,10469,1,0,1,1710,1690,1945,"1","A5",25000,2021-02-12
"bronx","Baychester","01 One Family Dwellings","1",4733,20,"A5","3329 Bouck Avenue",NA,10469,1,0,1,1900,1254,1940,"1","A5",499000,2021-07-02
"bronx","Baychester","01 One Family Dwellings","1",4734,19,"A5","3349 Wilson Avenue",NA,10469,1,0,1,2450,1977,1940,"1","A5",487500,2020-12-14
"bronx","Baychester","01 One Family Dwellings","1",4734,22,"A5","3343 Wilson Avenue",NA,10469,1,0,1,1900,1938,1940,"1","A5",440000,2020-10-22
"bronx","Baychester","01 One Family Dwellings","1",4734,23,"A5","3341 Wilson Avenue",NA,10469,1,0,1,1900,1738,1940,"1","A5",478950,2021-04-15
"bronx","Baychester","01 One Family Dwellings","1",4734,50,"A5","3314 Bouck Avenue",NA,10469,1,0,1,1900,1567,1940,"1","A5",297500,2021-03-11
"bronx","Baychester","01 One Family Dwellings","1",4734,78,"A5","1288 Givan Avenue",NA,10469,1,0,1,1908,1408,1955,"1","A5",433000,2021-08-05
"bronx","Baychester","01 One Family Dwellings","1",4734,112,"A5","3276 Bouck Avenue",NA,10469,1,0,1,1800,1782,1955,"1","A5",547000,2021-07-09
"bronx","Baychester","01 One Family Dwellings","1",4736,41,"A5","3306 Fish Avenue",NA,10469,1,0,1,1900,1795,1935,"1","A5",525000,2021-01-25
"bronx","Baychester","01 One Family Dwellings","1",4739,14,"A5","3233 Fish Avenue",NA,10469,1,0,1,2500,1748,1930,"1","A5",559500,2020-11-24
"bronx","Baychester","01 One Family Dwellings","1",4739,24,"A5","3211 Fish Avenue",NA,10469,1,0,1,3000,1742,1930,"1","A5",585000,2021-07-30
"bronx","Baychester","01 One Family Dwellings","1",4739,47,"A5","3224 Wilson Avenue",NA,10469,1,0,1,2000,1400,1940,"1","A5",1135173,2020-09-08
"bronx","Baychester","01 One Family Dwellings","1",4741,25,"A5","3215 Fenton Avenue",NA,10469,1,0,1,2050,1328,1920,"1","A5",590000,2020-10-29
"bronx","Baychester","01 One Family Dwellings","1",4746,42,"A5","3234 Corsa Avenue",NA,10469,1,0,1,1800,1260,1950,"1","A5",462470,2020-10-01
"bronx","Baychester","01 One Family Dwellings","1",4746,44,"A5","3238 Corsa Avenue",NA,10469,1,0,1,2350,1690,1955,"1","A5",499000,2021-04-05
"bronx","Baychester","01 One Family Dwellings","1",4746,55,"A5","3260 Corsa Avenue",NA,10469,1,0,1,1800,1260,1950,"1","A5",475000,2020-10-28
"bronx","Baychester","01 One Family Dwellings","1",4747,45,"A1","3216 Eastchester Road",NA,10469,1,0,1,2982,1283,1901,"1","A1",620000,2020-11-18
"bronx","Baychester","01 One Family Dwellings","1",4748,55,"A5","3236 Mickle Avenue",NA,10469,1,0,1,2161,1687,1965,"1","A5",525000,2021-01-22
"bronx","Baychester","01 One Family Dwellings","1",4749,13,"A5","3349 Tiemann Avenue",NA,10469,1,0,1,1710,1714,1955,"1","A5",455000,2021-01-06
"bronx","Baychester","01 One Family Dwellings","1",4750,9,"A5","3357 Gunther Avenue",NA,10469,1,0,1,1710,1539,1950,"1","A5",410000,2021-08-19
"bronx","Baychester","01 One Family Dwellings","1",4750,44,"A5","3310 Tiemann Avenue",NA,10469,1,0,1,1710,1539,1950,"1","A5",522900,2021-01-14
"bronx","Baychester","01 One Family Dwellings","1",4760,13,"A1","3129 Fenton Avenue",NA,10469,1,0,1,5000,1602,1935,"1","A1",1e+05,2020-10-08
"bronx","Baychester","01 One Family Dwellings","1",4761,5,"A2","4 Fox Terrace",NA,10469,1,0,1,2045,623,1930,"1","A2",280000,2020-12-15
"bronx","Baychester","01 One Family Dwellings","1",4762,53,"A1","3043 Eastchester Road",NA,10469,1,0,1,3511,2109,1920,"1","A1",630000,2020-11-09
"bronx","Baychester","01 One Family Dwellings","1",4767,18,"A1","3025 Kingsland Avenue",NA,10469,1,0,1,4750,4374,1920,"1","A1",715000,2021-04-01
"bronx","Baychester","01 One Family Dwellings","1",4769,143,"A5","3122 Tiemann Avenue",NA,10469,1,0,1,1710,1080,1960,"1","A5",244500,2021-08-27
"bronx","Baychester","01 One Family Dwellings","1",4773,19,"A5","3029 Gunther Avenue",NA,10469,1,0,1,2708,1690,1955,"1","A5",545000,2020-11-24
"bronx","Baychester","01 One Family Dwellings","1",4774,3,"A2","1754 Hammersley Avenue",NA,10469,1,0,1,3745,960,1920,"1","A2",420000,2021-04-09
"bronx","Baychester","01 One Family Dwellings","1",4774,5,"A1","1758 Hammersley Avenue",NA,10469,1,0,1,3745,1768,1964,"1","A1",520000,2021-02-19
"bronx","Baychester","01 One Family Dwellings","1",4781,23,"A5","3039 Edson Avenue",NA,10469,1,0,1,1723,1674,1955,"1","A5",510000,2021-02-05
"bronx","Baychester","01 One Family Dwellings","1",4781,38,"A5","3009 Edson Avenue",NA,10469,1,0,1,1692,1674,1955,"1","A5",520000,2021-06-15
"bronx","Baychester","01 One Family Dwellings","1",4781,45,"A5","3004 Grace Avenue",NA,10469,1,0,1,1895,1280,1955,"1","A5",540000,2020-11-30
"bronx","Baychester","01 One Family Dwellings","1",4781,54,"A5","3022 Grace Avenue",NA,10469,1,0,1,2487,1920,1955,"1","A5",590000,2021-07-15
"bronx","Baychester","01 One Family Dwellings","1",4783,45,"A5","2921 Mickle Avenue",NA,10469,1,0,1,2180,2020,1950,"1","A5",575000,2021-07-06
"bronx","Baychester","01 One Family Dwellings","1",4790,13,"A1","2949 Bruner Avenue",NA,10469,1,0,1,2375,1582,1910,"1","A1",520000,2021-06-28
"bronx","Baychester","01 One Family Dwellings","1",4882,132,"A5","3386 Ely Avenue",NA,10469,1,0,1,1615,1360,1901,"1","A5",415000,2020-09-18
"bronx","Baychester","01 One Family Dwellings","1",4885,55,"A1","3404 Ely Avenue",NA,10469,1,0,1,3555,1700,1899,"1","A1",925000,2021-03-16
"bronx","Baychester","01 One Family Dwellings","1",4888,28,"A2","1334 East 223 Street",NA,10466,1,0,1,4322,1200,1940,"1","A2",365000,2020-12-30
"bronx","Baychester","01 One Family Dwellings","1",4898,55,"A1","1224 East 224 Street",NA,10466,1,0,1,5000,1440,1910,"1","A1",595000,2021-04-21
"bronx","Baychester","01 One Family Dwellings","1",4902,47,"A2","1140 E 224th Street",NA,10466,1,0,1,2500,1131,1925,"1","A2",450000,2020-12-23
"bronx","Baychester","01 One Family Dwellings","1",4934,19,"A5","1159 Grenada",NA,10466,1,0,1,1980,1582,1940,"1","A5",505000,2021-07-19
"bronx","Baychester","01 One Family Dwellings","1",4934,62,"A5","1171 Grenada Place",NA,10466,1,0,1,1494,1188,1941,"1","A5",530000,2021-04-13
"bronx","Baychester","01 One Family Dwellings","1",4940,48,"A5","3846 Amundson Avenue",NA,10466,1,0,1,1913,1392,1963,"1","A5",5e+05,2021-02-25
"bronx","Baychester","01 One Family Dwellings","1",4946,20,"A1","3715 Secor Avenue",NA,10466,1,0,1,2850,1120,1930,"1","A1",460000,2021-03-16
"bronx","Baychester","01 One Family Dwellings","1",4946,46,"A1","3818 Harper Avenue",NA,10466,1,0,1,2850,1116,1930,"1","A1",475000,2021-05-18
"bronx","Baychester","01 One Family Dwellings","1",4950,67,"A1","3708 Dyre Avenue",NA,10466,1,0,1,2824,2032,1910,"1","A1",610000,2021-01-29
"bronx","Baychester","01 One Family Dwellings","1",4950,77,"A5","3728 Dyre Avenue",NA,10466,1,0,1,1800,1452,1925,"1","A5",339470,2021-06-10
"bronx","Baychester","01 One Family Dwellings","1",4952,56,"A1","3623 Provost Avenue",NA,10466,1,0,1,3570,1910,1925,"1","A1",3e+05,2021-03-04
"bronx","Baychester","01 One Family Dwellings","1",4956,44,"A5","3939 Wilder Avenue",NA,10466,1,0,1,1710,1116,1959,"1","A5",445000,2020-10-30
"bronx","Baychester","01 One Family Dwellings","1",4956,141,"A5","3945 Wilder Avenue",NA,10466,1,0,1,1710,1116,1959,"1","A5",456750,2020-09-03
"bronx","Baychester","01 One Family Dwellings","1",4959,26,"A2","3956 Hill Avenue",NA,10466,1,0,1,4750,1771,1953,"1","A2",464000,2021-02-08
"bronx","Baychester","01 One Family Dwellings","1",4960,70,"A5","3931 Seton Ave",NA,10466,1,0,1,2500,1782,1957,"1","A5",520000,2021-07-12
"bronx","Baychester","01 One Family Dwellings","1",4962,30,"A1","3970 Amundson Avenue",NA,10466,1,0,1,2500,1168,1920,"1","A1",6e+05,2021-05-17
"bronx","Baychester","01 One Family Dwellings","1",4963,88,"A1","4025 Pratt Avenue",NA,10466,1,0,1,3499,1146,1930,"1","A1",540000,2021-03-03
"bronx","Baychester","01 One Family Dwellings","1",4964,46,"A1","3937 Harper Avenue",NA,10466,1,0,1,7739,2673,1930,"1","A1",655000,2021-06-15
"bronx","Baychester","01 One Family Dwellings","1",4964,58,"A2","3915 Harper Avenue",NA,10466,1,0,1,6827,2339,1959,"1","A2",180250,2021-01-12
"bronx","Baychester","01 One Family Dwellings","1",4977,17,"A1","4028 Wickham Avenue",NA,10466,1,0,1,2375,1184,1930,"1","A1",205000,2021-01-05
"bronx","Baychester","01 One Family Dwellings","1",4977,17,"A1","4028 Wickham Avenue",NA,10466,1,0,1,2375,1184,1930,"1","A1",619000,2021-06-25
"bronx","Baychester","01 One Family Dwellings","1",4979,1,"A5","4012 Ely Avenue",NA,10466,1,0,1,2573,1152,1940,"1","A5",540000,2021-04-16
"bronx","Baychester","01 One Family Dwellings","1",4979,50,"A5","4087 Grace Avenue",NA,10466,1,0,1,2494,1260,1950,"1","A5",570000,2021-07-12
"bronx","Baychester","01 One Family Dwellings","1",4979,54,"A5","4079 Grace Avenue",NA,10466,1,0,1,2494,1260,1950,"1","A5",5e+05,2021-01-28
"bronx","Baychester","01 One Family Dwellings","1",4980,92,"A5","4015 Edson Avenue",NA,10466,1,0,1,2500,1540,1955,"1","A5",560000,2021-06-11
"bronx","Baychester","01 One Family Dwellings","1",4981,2,"A5","4028 Edson Avenue",NA,10466,1,0,1,1800,1690,1960,"1","A5",562375,2020-12-03
"bronx","Baychester","01 One Family Dwellings","1",4981,12,"A1","4044 Edson Ave",NA,10466,1,0,1,2500,1296,1935,"1","A1",473500,2020-10-29
"bronx","Baychester","01 One Family Dwellings","1",4983,12,"A5","4032 De Reimer Avenue",NA,10466,1,0,1,2375,1260,1955,"1","A5",485000,2021-07-21
"bronx","Baychester","01 One Family Dwellings","1",4984,10,"A5","4030b Wilder Avenue",NA,10466,1,0,1,2375,1782,1950,"1","A5",570000,2021-08-03
"bronx","Baychester","01 One Family Dwellings","1",4984,51,"A5","4081 Murdock Avenue",NA,10466,1,0,1,2600,1890,1940,"1","A5",499500,2021-02-11
"bronx","Baychester","01 One Family Dwellings","1",4985,43,"A1","2078 Edenwald Avenue",NA,10466,1,0,1,2142,1428,1930,"1","A1",570000,2021-07-02
"bronx","Baychester","01 One Family Dwellings","1",4985,50,"A5","4087 Hill Avenue",NA,10466,1,0,1,2375,1998,1960,"1","A5",510000,2021-06-02
"bronx","Baychester","01 One Family Dwellings","1",4988,40,"A1","2160 Edenwald Avenue",NA,10466,1,0,1,4138,1158,1931,"1","A1",549000,2020-09-25
"bronx","Baychester","01 One Family Dwellings","1",5257,36,"A9","3409 De Reimer Avenue",NA,10475,1,0,1,3750,1664,1957,"1","A9",570000,2021-07-28
"bronx","Baychester","01 One Family Dwellings","1",5274,37,"A2","3520 Rombouts Avenue",NA,10475,1,0,1,2500,1840,1940,"1","A2",335000,2021-02-23
"bronx","Baychester","01 One Family Dwellings","1",5653,226,"A1","2593 Flint Avenue",NA,10475,1,0,1,3700,2256,1945,"1","A1",610000,2020-10-13
"bronx","Baychester","01 One Family Dwellings","1",5654,381,"A2","3453 Ropes Avenue",NA,10475,1,0,1,5000,1831,1935,"1","A2",1e+05,2020-10-20
"bronx","Baychester","01 One Family Dwellings","1",5655,8,"A5","3518 Mc Owen Avenue",NA,10475,1,0,1,2700,1776,1965,"1","A5",520000,2020-10-07
"bronx","Baychester","01 One Family Dwellings","1",5655,90,"A1","3510 Huguenot Ave",NA,10475,1,0,1,7500,2410,1935,"1","A1",750000,2021-05-25
"bronx","Baychester","01 One Family Dwellings","1",5655,130,"A2","3555 Mcowen Avenue",NA,10475,1,0,1,5000,1250,1940,"1","A2",610000,2021-03-11
"bronx","Baychester","02 Two Family Dwellings","1",4706,10,"B3","1139 East 211 Street",NA,10469,2,0,2,5621,2350,1910,"1","B3",550000,2020-11-23
"bronx","Baychester","02 Two Family Dwellings","1",4706,16,"B9","1131 East 211 Street",NA,10469,2,0,2,5621,1300,1930,"1","B9",124000,2020-09-18
"bronx","Baychester","02 Two Family Dwellings","1",4708,57,"B1","1134 East 214 Street",NA,10469,2,0,2,1876,2018,1945,"1","B1",540000,2021-07-15
"bronx","Baychester","02 Two Family Dwellings","1",4708,58,"B1","1136 East 214 Street",NA,10469,2,0,2,1876,2018,1945,"1","B1",4e+05,2021-01-25
"bronx","Baychester","02 Two Family Dwellings","1",4711,84,"B1","3587 Fish Avenue",NA,10469,2,0,2,2144,2304,1920,"1","B1",715000,2021-04-30
"bronx","Baychester","02 Two Family Dwellings","1",4714,29,"B9","1415 Oakley Street",NA,10469,2,0,2,1900,2125,1950,"1","B9",750000,2021-05-11
"bronx","Baychester","02 Two Family Dwellings","1",4716,35,"B1","3617 Eastchester Road",NA,10469,2,0,2,1748,2365,1950,"1","B1",790000,2021-06-03
"bronx","Baychester","02 Two Family Dwellings","1",4716,53,"B1","1109 East 221 Street",NA,10469,2,0,2,3378,1932,1950,"1","B1",395000,2020-11-20
"bronx","Baychester","02 Two Family Dwellings","1",4717,25,"B1","1458 Oakley Street",NA,10469,2,0,2,3515,2750,2014,"1","B1",9e+05,2020-11-16
"bronx","Baychester","02 Two Family Dwellings","1",4722,59,"B1","3544 Corsa Avenue",NA,10469,2,0,2,958,2361,2006,"1","B1",460000,2021-07-14
"bronx","Baychester","02 Two Family Dwellings","1",4722,60,"B1","3546 Corsa Avenue",NA,10469,2,0,2,958,2361,2006,"1","B1",730000,2021-02-22
"bronx","Baychester","02 Two Family Dwellings","1",4722,68,"B1","1490 Hicks Street",NA,10469,2,0,2,1388,2046,2007,"1","B1",7e+05,2020-09-18
"bronx","Baychester","02 Two Family Dwellings","1",4724,158,"B1","1604 Chester Street",NA,10469,2,0,2,2970,2808,2009,"1","B1",155000,2021-04-21
"bronx","Baychester","02 Two Family Dwellings","1",4725,25,"B2","1477 Hicks Street",NA,10469,2,0,2,2375,3393,1910,"1","B2",665000,2020-12-18
"bronx","Baychester","02 Two Family Dwellings","1",4726,41,"B9","3562 Eastchester Road",NA,10469,2,0,2,2100,2750,1960,"1","B9",626000,2021-03-08
"bronx","Baychester","02 Two Family Dwellings","1",4726,119,"B1","3533 Mickle",NA,10469,2,0,2,2536,2076,2003,"1","B1",420000,2021-03-18
"bronx","Baychester","02 Two Family Dwellings","1",4726,119,"B1","3533 Mickle Avenue",NA,10469,2,0,2,2536,2076,2003,"1","B1",920000,2021-07-20
"bronx","Baychester","02 Two Family Dwellings","1",4729,47,"B2","3431 Gunther Avenue",NA,10469,2,0,2,4750,3000,1901,"1","B2",738000,2020-12-29
"bronx","Baychester","02 Two Family Dwellings","1",4729,80,"B1","3424 Tiemann Avenue",NA,10469,2,0,2,2534,2160,1950,"1","B1",526050,2021-03-03
"bronx","Baychester","02 Two Family Dwellings","1",4733,39,"B1","3326 Pearsall Ave.",NA,10469,2,0,2,2500,2079,1955,"1","B1",238000,2021-01-27
"bronx","Baychester","02 Two Family Dwellings","1",4733,39,"B1","3326 Pearsall Avenue",NA,10469,2,0,2,2500,2079,1955,"1","B1",877000,2021-07-16
"bronx","Baychester","02 Two Family Dwellings","1",4736,27,"B1","3321 Seymour Avenue",NA,10469,2,0,2,2500,2440,1920,"1","B1",430000,2020-11-25
"bronx","Baychester","02 Two Family Dwellings","1",4738,27,"B2","3325 Corsa Avenue",NA,10469,2,0,2,2500,3500,2012,"1","B2",772000,2020-10-28
"bronx","Baychester","02 Two Family Dwellings","1",4739,30,"B9","1311 Burke Avenue",NA,10469,2,0,2,3000,2400,1970,"1","B9",755000,2021-04-20
"bronx","Baychester","02 Two Family Dwellings","1",4741,32,"B1","1409 Burke Avenue",NA,10469,2,0,2,2200,1874,1945,"1","B1",624000,2020-10-26
"bronx","Baychester","02 Two Family Dwellings","1",4743,49,"B9","3332 Corsa Avenue",NA,10469,2,0,2,2200,1722,1950,"1","B9",6e+05,2020-09-09
"bronx","Baychester","02 Two Family Dwellings","1",4743,57,"B3","3354 Corsa Avenue",NA,10469,2,0,2,2000,2385,1950,"1","B3",618000,2021-01-20
"bronx","Baychester","02 Two Family Dwellings","1",4743,58,"B3","3356 Corsa Avenue",NA,10469,2,0,2,2000,2385,1950,"1","B3",350000,2020-09-29
"bronx","Baychester","02 Two Family Dwellings","1",4743,58,"B3","3356 Corsa Avenue",NA,10469,2,0,2,2000,2385,1950,"1","B3",855000,2021-06-24
"bronx","Baychester","02 Two Family Dwellings","1",4744,5,"B3","3349 Mickle Avenue",NA,10469,2,0,2,1853,1440,1940,"1","B3",334620,2021-06-24
"bronx","Baychester","02 Two Family Dwellings","1",4744,32,"B1","1511 Givan Avenue",NA,10469,2,0,2,1830,2070,1940,"1","B1",610000,2020-11-24
"bronx","Baychester","02 Two Family Dwellings","1",4752,113,"B1","3217 Gunther Avenue",NA,10469,2,0,2,5266,2620,1970,"1","B1",765000,2021-07-16
"bronx","Baychester","02 Two Family Dwellings","1",4752,209,"B1","3280 Kingsland Avenue",NA,10469,2,0,2,2595,1920,1960,"1","B1",765000,2021-01-08
"bronx","Baychester","02 Two Family Dwellings","1",4753,59,"B1","3316 Wickham Avenue",NA,10469,2,0,2,2090,3034,1970,"1","B1",150000,2021-03-08
"bronx","Baychester","02 Two Family Dwellings","1",4756,47,"B1","3218 Bruner Avenue",NA,10469,2,0,2,1853,2052,1970,"1","B1",665000,2020-09-16
"bronx","Baychester","02 Two Family Dwellings","1",4756,60,"B3","3240 Bruner Avenue",NA,10469,2,0,2,2945,1056,1960,"1","B3",620000,2021-03-08
"bronx","Baychester","02 Two Family Dwellings","1",4757,22,"B1","3229 Grace Avenue",NA,10469,2,0,2,1900,1760,1965,"1","B1",665000,2020-11-09
"bronx","Baychester","02 Two Family Dwellings","1",4759,31,"B1","3127 Seymour Ave",NA,10469,2,0,2,2272,2312,1920,"1","B1",799000,2021-05-20
"bronx","Baychester","02 Two Family Dwellings","1",4762,28,"B3","1454 Hammersley Avenue",NA,10469,2,0,2,3500,1724,1920,"1","B3",535000,2020-12-22
"bronx","Baychester","02 Two Family Dwellings","1",4762,28,"B3","1454 Hammersley Avenue",NA,10469,2,0,2,3500,1724,1920,"1","B3",740000,2021-05-03
"bronx","Baychester","02 Two Family Dwellings","1",4763,31,"B1","1531 Hammersley Avenue",NA,10469,2,0,2,1907,2474,1950,"1","B1",734000,2020-12-16
"bronx","Baychester","02 Two Family Dwellings","1",4764,56,"B2","3136 Mickle Ave",NA,10469,2,0,2,2594,2308,2019,"1","B2",915000,2020-09-03
"bronx","Baychester","02 Two Family Dwellings","1",4764,58,"B2","3144 Mickle Ave",NA,10469,2,0,2,3268,2476,1930,"1","B2",901151,2020-11-09
"bronx","Baychester","02 Two Family Dwellings","1",4765,14,"B1","3145 Tiemann Avenue",NA,10469,2,0,2,2280,1824,1955,"1","B1",699600,2021-02-11
"bronx","Baychester","02 Two Family Dwellings","1",4769,58,"B1","3180 Tiemann Avenue",NA,10469,2,0,2,3040,4200,1970,"1","B1",640000,2020-09-11
"bronx","Baychester","02 Two Family Dwellings","1",4774,39,"B1","3014 Gunther Ave",NA,10469,2,0,2,1895,1800,1950,"1","B1",705000,2020-11-16
"bronx","Baychester","02 Two Family Dwellings","1",4776,72,"B1","3056 Bruner Avenue",NA,10469,2,0,2,3230,3630,1970,"1","B1",775000,2021-07-06
"bronx","Baychester","02 Two Family Dwellings","1",4778,157,"B2","3152 Grace Avenue",NA,10469,2,0,2,1900,1665,2004,"1","B2",820000,2021-03-23
"bronx","Baychester","02 Two Family Dwellings","1",4779,12,"B9","3133 New England Thruway",NA,10469,2,0,2,2996,3060,1970,"1","B9",820000,2021-06-15
"bronx","Baychester","02 Two Family Dwellings","1",4779,54,"B9","3136 Edson Avenue",NA,10469,2,0,2,2222,2907,1970,"1","B9",775000,2021-05-07
"bronx","Baychester","02 Two Family Dwellings","1",4779,65,"B9","1966 Burke Avenue",NA,10469,2,0,2,2006,2680,1970,"1","B9",810000,2020-12-10
