"borough","neighborhood","building_class_category","tax_class_at_present","block","lot","building_class_at_present","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date"
"staten_island","New Springville","02 Two Family Dwellings","1",2394,51,"B2","118 Kelly Blvd",NA,10314,2,0,2,4200,2200,1970,"1","B2",850000,2021-04-28
"staten_island","New Springville","02 Two Family Dwellings","1",2395,13,"B2","624 Klondike Avenue",NA,10314,2,0,2,4410,2312,1970,"1","B2",820000,2021-04-12
"staten_island","New Springville","02 Two Family Dwellings","1",2395,86,"B2","101 Copley Street",NA,10314,2,0,2,4200,2328,1970,"1","B2",850000,2021-05-21
"staten_island","New Springville","02 Two Family Dwellings","1",2396,7,"B2","100 Copley Street",NA,10314,2,0,2,4200,2080,1970,"1","B2",880000,2021-01-07
"staten_island","New Springville","02 Two Family Dwellings","1",2396,136,"B2","70 Bowdoin Street",NA,10314,2,0,2,4000,2608,1975,"1","B2",855000,2020-10-01
"staten_island","New Springville","02 Two Family Dwellings","1",2396,146,"B2","50 Bowdoin Street",NA,10314,2,0,2,4200,2568,1970,"1","B2",850000,2021-05-17
"staten_island","New Springville","02 Two Family Dwellings","1",2396,182,"B2","36 Juni Court",NA,10314,2,0,2,4472,2424,1970,"1","B2",760000,2021-06-28
"staten_island","New Springville","02 Two Family Dwellings","1",2396,188,"B2","24 Juni Court",NA,10314,2,0,2,7749,2790,1970,"1","B2",999000,2021-06-03
"staten_island","New Springville","02 Two Family Dwellings","1",2396,209,"B2","32 Lundi Court",NA,10314,2,0,2,5487,2704,1970,"1","B2",955000,2021-06-08
"staten_island","New Springville","02 Two Family Dwellings","1",2397,37,"B2","15 Elwood Avenue",NA,10314,2,0,2,4200,2600,1970,"1","B2",890000,2021-07-21
"staten_island","New Springville","02 Two Family Dwellings","1",2397,130,"B2","228 Kelly Boulevard",NA,10314,2,0,2,4200,2800,1975,"1","B2",925000,2020-11-24
"staten_island","New Springville","02 Two Family Dwellings","1",2397,140,"B2","248 Kelly Boulevard",NA,10314,2,0,2,4200,3000,1975,"1","B2",930000,2021-07-01
"staten_island","New Springville","02 Two Family Dwellings","1",2397,245,"S2","255 Richmond Hill Road",NA,10314,2,1,3,5550,4612,1983,"1","S2",1289000,2021-01-19
"staten_island","New Springville","02 Two Family Dwellings","1",2397,305,"B2","1 Villanova Street",NA,10314,2,0,2,4400,2800,1975,"1","B2",940000,2021-07-21
"staten_island","New Springville","02 Two Family Dwellings","1",2398,218,"B2","419 Richmond Hill Road",NA,10314,2,0,2,4000,2392,1970,"1","B2",775000,2021-07-08
"staten_island","New Springville","02 Two Family Dwellings","1",2399,100,"B2","73 Stepney Street",NA,10314,2,0,2,4000,2010,1975,"1","B2",790000,2021-05-17
"staten_island","New Springville","02 Two Family Dwellings","1",2399,112,"B2","68 Nome Avenue",NA,10314,2,0,2,4000,2210,1975,"1","B2",925000,2020-09-24
"staten_island","New Springville","02 Two Family Dwellings","1",2410,38,"B9","83 Westport Street",NA,10314,2,0,2,3030,1584,2003,"1","B9",640000,2020-12-03
"staten_island","New Springville","02 Two Family Dwellings","1",2451,4,"B9","199 Essex Drive",NA,10314,2,0,2,2350,2070,2001,"1","B9",810000,2020-09-25
"staten_island","New Springville","02 Two Family Dwellings","1",2451,37,"B9","4 Daniella Court",NA,10314,2,0,2,2028,2050,2000,"1","B9",730000,2020-10-09
"staten_island","New Springville","02 Two Family Dwellings","1",2451,61,"B9","39 Essex Drive",NA,10314,2,0,2,1950,2400,2000,"1","B9",740500,2020-12-17
"staten_island","New Springville","02 Two Family Dwellings","1",2451,64,"B9","31 Essex Drive",NA,10314,2,0,2,2059,2400,2000,"1","B9",750000,2021-02-03
"staten_island","New Springville","02 Two Family Dwellings","1",2452,82,"B9","27 Galvaston Loop",NA,10314,2,0,2,1680,2160,1997,"1","B9",660000,2020-11-20
"staten_island","New Springville","21 Office Buildings","4",2397,160,"O7","133 Rockne Street",NA,10314,0,1,1,4940,2400,1984,"4","O7",550000,2021-07-02
"staten_island","New Springville","22 Store Buildings","4",2400,210,"K3","140 Marsh Avenue",NA,10314,0,1,1,569556,179200,1993,"4","K3",9110000,2021-01-30
"staten_island","Oakwood","01 One Family Dwellings","1",4262,4,"A5","20 Farrell Court",NA,10306,1,0,1,3128,1575,1994,"1","A5",614900,2021-07-30
"staten_island","Oakwood","01 One Family Dwellings","1",4262,8,"A5","28 Farrell Court",NA,10306,1,0,1,1679,1575,1994,"1","A5",480000,2020-09-14
"staten_island","Oakwood","01 One Family Dwellings","1",4262,52,"A5","15 Erwin Court",NA,10306,1,0,1,2092,1256,2001,"1","A5",540000,2020-10-26
"staten_island","Oakwood","01 One Family Dwellings","1",4265,62,"A2","108 Cedarview Avenue",NA,10306,1,0,1,4000,1848,1960,"1","A2",640000,2020-10-22
"staten_island","Oakwood","01 One Family Dwellings","1",4267,14,"A2","29 Clarence Place",NA,10306,1,0,1,3960,1040,1960,"1","A2",554000,2020-12-30
"staten_island","Oakwood","01 One Family Dwellings","1",4267,20,"A2","17 Clarence",NA,10306,1,0,1,5016,1040,1955,"1","A2",465044,2020-11-18
"staten_island","Oakwood","01 One Family Dwellings","1",4267,20,"A2","17 Clarence Place",NA,10306,1,0,1,5016,1040,1955,"1","A2",504000,2021-08-02
"staten_island","Oakwood","01 One Family Dwellings","1",4267,36,"A2","1750 South Railroad Avenue",NA,10306,1,0,1,3780,960,1960,"1","A2",95000,2020-11-23
"staten_island","Oakwood","01 One Family Dwellings","1",4269,44,"A2","344 Tysens Lane",NA,10306,1,0,1,4500,1056,1960,"1","A2",384000,2021-05-18
"staten_island","Oakwood","01 One Family Dwellings","1",4271,3,"A2","62 Penn Avenue",NA,10306,1,0,1,4300,1056,1960,"1","A2",637000,2021-01-15
"staten_island","Oakwood","01 One Family Dwellings","1",4272,52,"A2","145 Penn Avenue",NA,10306,1,0,1,4200,1196,1960,"1","A2",615000,2021-04-01
"staten_island","Oakwood","01 One Family Dwellings","1",4272,61,"A2","131 Penn Avenue",NA,10306,1,0,1,4200,1196,1960,"1","A2",655000,2021-06-15
"staten_island","Oakwood","01 One Family Dwellings","1",4274,61,"A1","364 8th Street",NA,10306,1,0,1,5162,2496,1960,"1","A1",940000,2021-06-28
"staten_island","Oakwood","01 One Family Dwellings","1",4274,105,"A2","114 Peter Avenue",NA,10306,1,0,1,4560,1125,1960,"1","A2",630000,2021-07-14
"staten_island","Oakwood","01 One Family Dwellings","1",4278,23,"A2","193 Penn Avenue",NA,10306,1,0,1,4000,1040,1960,"1","A2",640000,2020-10-01
"staten_island","Oakwood","01 One Family Dwellings","1",4286,10,"A1","1836 South Railroad Ave",NA,10306,1,0,1,5800,1500,1975,"1","A1",706000,2020-12-30
"staten_island","Oakwood","01 One Family Dwellings","1",4288,7,"A2","155 Isabella Avenue",NA,10306,1,0,1,6400,1030,1955,"1","A2",590000,2021-06-16
"staten_island","Oakwood","01 One Family Dwellings","1",4289,20,"A1","40 Tarring Street",NA,10306,1,0,1,4162,2185,2018,"1","A1",1150000,2021-04-06
"staten_island","Oakwood","01 One Family Dwellings","1",4289,25,"A1","160 Isabella Avenue",NA,10306,1,0,1,4169,2222,2018,"1","A1",1100000,2020-11-06
"staten_island","Oakwood","01 One Family Dwellings","1",4290,37,"A1","17 Whitehall Street",NA,10306,1,0,1,5000,1636,1950,"1","A1",684500,2020-10-14
"staten_island","Oakwood","01 One Family Dwellings","1",4291,12,"A1","60 Leeds Street",NA,10306,1,0,1,7500,1528,1925,"1","A1",690000,2021-07-30
"staten_island","Oakwood","01 One Family Dwellings","1",4291,33,"A2","47 Whitehall Street",NA,10306,1,0,1,5000,884,1955,"1","A2",630000,2020-09-29
"staten_island","Oakwood","01 One Family Dwellings","1",4294,8,"A2","28 Elmira Street",NA,10306,1,0,1,6300,956,1955,"1","A2",628000,2021-08-10
"staten_island","Oakwood","01 One Family Dwellings","1",4296,22,"A2","286 Oak Avenue",NA,10306,1,0,1,4100,960,1955,"1","A2",595000,2021-08-05
"staten_island","Oakwood","01 One Family Dwellings","1",4299,26,"A1","286 Isabella Avenue",NA,10306,1,0,1,5700,2674,1950,"1","A1",925000,2020-12-15
"staten_island","Oakwood","01 One Family Dwellings","1",4656,55,"A5","1917 North Railroad Ave",NA,10306,1,0,1,4202,1600,1975,"1","A5",660000,2021-08-05
"staten_island","Oakwood","01 One Family Dwellings","1",4656,58,"A5","1923 North Railroad Ave",NA,10306,1,0,1,3652,1600,1975,"1","A5",530000,2021-03-10
"staten_island","Oakwood","01 One Family Dwellings","1",4656,77,"A5","421 Riedel Avenue",NA,10306,1,0,1,2001,1084,1975,"1","A5",580000,2021-07-09
"staten_island","Oakwood","01 One Family Dwellings","1",4657,167,"A5","1971 South Railroad Ave",NA,10306,1,0,1,1360,1232,1990,"1","A5",490000,2021-06-30
"staten_island","Oakwood","01 One Family Dwellings","1",4659,17,"A3","99 Tarring Street",NA,10306,1,0,1,4827,2732,2008,"1","A3",1100000,2020-12-15
"staten_island","Oakwood","01 One Family Dwellings","1",4660,39,"A2","90 Tarring Street",NA,10306,1,0,1,5050,1164,1960,"1","A2",650000,2021-04-22
"staten_island","Oakwood","01 One Family Dwellings","1",4661,16,"A1","97 Whitehall Street",NA,10306,1,0,1,5000,1025,1945,"1","A1",6e+05,2020-10-30
"staten_island","Oakwood","01 One Family Dwellings","1",4663,5,"A1","222 Guyon Avenue",NA,10306,1,0,1,11000,4130,1899,"1","A1",970000,2020-10-23
"staten_island","Oakwood","01 One Family Dwellings","1",4663,30,"A1","225 Adelaide Avenue",NA,10306,1,0,1,5000,1568,1965,"1","A1",675000,2021-03-22
"staten_island","Oakwood","01 One Family Dwellings","1",4666,10,"A1","266 Guyon Avenue",NA,10306,1,0,1,3300,1144,1910,"1","A1",680000,2021-07-20
"staten_island","Oakwood","01 One Family Dwellings","1",4666,22,"A2","277 Adelaide Avenue",NA,10306,1,0,1,6000,2112,1965,"1","A2",7e+05,2021-02-10
"staten_island","Oakwood","01 One Family Dwellings","1",4666,30,"A1","265 Adelaide Avenue",NA,10306,1,0,1,3870,1488,1965,"1","A1",690000,2021-05-19
"staten_island","Oakwood","01 One Family Dwellings","1",4706,18,"A1","29 Malone Avenue",NA,10306,1,0,1,4600,2000,1955,"1","A1",880000,2020-10-14
"staten_island","Oakwood","01 One Family Dwellings","1",4706,50,"A3","32 Champlain Avenue",NA,10306,1,0,1,5000,2267,1955,"1","A3",1070000,2021-05-28
"staten_island","Oakwood","01 One Family Dwellings","1",4708,19,"A1","141 Fairbanks Avenue",NA,10306,1,0,1,5000,2000,1994,"1","A1",915000,2020-09-22
"staten_island","Oakwood","01 One Family Dwellings","1",4709,62,"A2","160 Fairbanks Avenue",NA,10306,1,0,1,5500,1908,1965,"1","A2",695000,2021-05-20
"staten_island","Oakwood","01 One Family Dwellings","1",4711,24,"A2","197 Currie Avenue",NA,10306,1,0,1,4278,1694,1960,"1","A2",640000,2021-04-07
"staten_island","Oakwood","01 One Family Dwellings","1",4712,45,"A2","184 Fairbanks Avenue",NA,10306,1,0,1,4700,864,1960,"1","A2",640000,2020-10-19
"staten_island","Oakwood","01 One Family Dwellings","1",4713,25,"A2","215 Fairbanks Avenue",NA,10306,1,0,1,4000,960,1965,"1","A2",530000,2020-12-10
"staten_island","Oakwood","01 One Family Dwellings","1",4713,55,"A2","284 Montreal Avenue",NA,10306,1,0,1,4000,864,1960,"1","A2",645000,2021-05-26
"staten_island","Oakwood","01 One Family Dwellings","1",4714,70,"A0","130 Malone Avenue",NA,10306,1,0,1,5000,900,1955,"1","A0",695000,2021-02-18
"staten_island","Oakwood","01 One Family Dwellings","1",4715,63,"A2","106 Champlain Avenue",NA,10306,1,0,1,5000,1160,1955,"1","A2",575000,2021-05-04
"staten_island","Oakwood","01 One Family Dwellings","1",4715,73,"A0","128 Champlain Avenue",NA,10306,1,0,1,5000,900,1955,"1","A0",645000,2021-04-14
"staten_island","Oakwood","02 Two Family Dwellings","1",4269,26,"S2","312 Tysens Lane",NA,10306,2,1,3,6800,2584,1960,"1","S2",855000,2021-07-08
"staten_island","Oakwood","02 Two Family Dwellings","1",4271,7,"B3","70 Penn Avenue",NA,10306,2,0,2,4300,2200,1960,"1","B3",905000,2020-09-02
"staten_island","Oakwood","02 Two Family Dwellings","1",4655,33,"B9","74 Guyon Avenue",NA,10306,2,0,2,3257,2229,2019,"1","B9",906243,2021-03-17
"staten_island","Oakwood","02 Two Family Dwellings","1",4655,34,"B9","N/A Guyon Avenue",NA,10306,2,0,2,3391,2229,2019,"1","B9",909297,2021-02-09
"staten_island","Oakwood","02 Two Family Dwellings","1",4714,65,"B2","118 Malone Avenue",NA,10306,2,0,2,4000,2288,1955,"1","B2",760633,2021-01-29
"staten_island","Oakwood","07 Rentals - Walkup Apartments","2A",4657,50,"C3","1935 South Railroad Ave",NA,10306,4,0,4,7150,3456,1965,"2","C3",985000,2020-10-14
"staten_island","Oakwood","07 Rentals - Walkup Apartments","2A",4657,53,"C3","1941 South Railroad Ave",NA,10306,4,0,4,7150,3456,1965,"2","C3",985000,2020-10-14
"staten_island","Oakwood","07 Rentals - Walkup Apartments","2A",4657,56,"C3","1949-1951 South Railroad Avenue",NA,10306,4,0,4,7150,3456,1965,"2","C3",1100000,2021-05-10
"staten_island","Oakwood","14 Rentals - 4-10 Unit","2B",4655,1,"S9","3044 Amboy Road, 7",NA,10306,5,3,8,12800,8120,1965,"2","S9",1100000,2021-04-20
"staten_island","Oakwood","22 Store Buildings","4",4265,6,"K1","101 Guyon Avenue",NA,10306,0,1,1,1679,1440,1950,"4","K1",250000,2021-06-23
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4007,143,"A1","368 Peter Avenue",NA,10306,1,0,1,4000,1987,1960,"1","A1",930000,2021-05-13
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4007,155,"A2","342 Peter Avenue",NA,10306,1,0,1,4000,960,1960,"1","A2",261105,2020-12-21
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4007,161,"A1","330 Peter Avenue",NA,10306,1,0,1,4000,1936,1960,"1","A1",895000,2021-05-24
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4007,199,"A2","356 Penn Avenue",NA,10306,1,0,1,5858,960,1960,"1","A2",615000,2021-06-09
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4007,207,"A2","340 Penn Avenue",NA,10306,1,0,1,4000,960,1960,"1","A2",550000,2021-05-26
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4007,242,"A2","361 Penn Avenue",NA,10306,1,0,1,4000,960,1960,"1","A2",410000,2021-01-29
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4017,3,"A1","341 Isabella Avenue",NA,10306,1,0,1,4000,3015,2008,"1","A1",835000,2020-11-17
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4018,18,"A5","2968 Hylan Boulevard",NA,10306,1,0,1,1890,1240,1980,"1","A5",570000,2021-07-22
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4018,27,"A9","433 Medina Street",NA,10306,1,0,1,2375,1344,1980,"1","A9",559000,2020-11-24
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4022,1,"A2","385 Isabella Avenue",NA,10306,1,0,1,3700,1088,1945,"1","A2",560000,2021-03-17
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4024,28,"A1","536 Oak Avenue",NA,10306,1,0,1,3800,1508,1975,"1","A1",620000,2021-05-04
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4026,37,"A2","449 Lynn Street",NA,10306,1,0,1,5000,1440,1960,"1","A2",550000,2021-03-19
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4027,30,"A2","439 Amherst Avenue",NA,10306,1,0,1,5000,768,1960,"1","A2",515000,2020-12-10
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4673,1,"A5","8 Ithaca Street",NA,10306,1,0,1,3688,1344,1996,"1","A5",465000,2020-11-06
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4674,41,"A5","496 Medina Street",NA,10306,1,0,1,1300,1360,1996,"1","A5",216000,2021-02-05
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4675,39,"A1","456 Tarrytown Avenue",NA,10306,1,0,1,5000,1768,1965,"1","A1",765000,2021-08-03
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4676,5,"A2","356 Guyon Avenue",NA,10306,1,0,1,4750,840,1950,"1","A2",549999,2020-10-30
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4678,1,"A3","402 Guyon Avenue",NA,10306,1,0,1,5000,3337,2019,"1","A3",850000,2020-10-02
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4678,3,"A1","493 Riga Street",NA,10306,1,0,1,4000,3100,2019,"1","A1",840056,2020-10-29
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4678,6,"A1","415 Adelaide Avenue",NA,10306,1,0,1,3800,2716,2018,"1","A1",824783,2020-12-16
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4678,7,"A1","409 Adelaide Avenue",NA,10306,1,0,1,3800,2968,2018,"1","A1",840056,2020-09-17
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4678,38,"A1","N/A Guyon Avenue",NA,10306,1,0,1,3925,2968,2019,"1","A1",840056,2020-11-25
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4678,40,"A1","470 Amherst Avenue",NA,10306,1,0,1,3800,2716,2018,"1","A1",824783,2020-11-19
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4679,14,"A5","509 Mill Road",NA,10306,1,0,1,3537,1787,2011,"1","A5",640000,2020-11-23
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4679,35,"A5","494 Riga Street",NA,10306,1,0,1,2400,1350,2001,"1","A5",579000,2020-10-27
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4680,1,"A5","484 Tarrytown Ave",NA,10306,1,0,1,9950,1120,1997,"1","A5",590000,2021-02-03
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4680,35,"A5","514 Tarrytown Avenue",NA,10306,1,0,1,1300,1360,1997,"1","A5",550000,2021-03-31
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4681,16,"A5","531 Lynn Street",NA,10306,1,0,1,1400,1380,1996,"1","A5",5e+05,2021-07-01
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4682,19,"A5","537 Amherst Avenue",NA,10306,1,0,1,2500,1900,1989,"1","A5",638000,2021-05-05
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4682,117,"A5","531 Amherst Avenue",NA,10306,1,0,1,2500,1216,1975,"1","A5",650000,2020-12-16
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4683,19,"A5","547 Riga Street",NA,10306,1,0,1,2080,1344,1975,"1","A5",505000,2021-03-18
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4717,61,"A1","284 Chesterton Avenue",NA,10306,1,0,1,4000,1920,1960,"1","A1",735000,2020-12-14
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4718,31,"A2","264 Fairbanks Avenue",NA,10306,1,0,1,3900,1000,1960,"1","A2",595000,2021-08-06
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4718,52,"A1","300 Fairbanks Avenue",NA,10306,1,0,1,3900,1152,1960,"1","A1",705000,2020-12-28
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4719,11,"A5","289 Fairbanks Avenue",NA,10306,1,0,1,2200,1380,1965,"1","A5",275000,2021-03-18
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4719,56,"A5","368 Montreal Avenue",NA,10306,1,0,1,2400,1440,1975,"1","A5",570000,2020-12-01
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4721,12,"S1","3102 Hylan Boulevard",NA,10306,1,1,2,5372,1920,1980,"1","S1",684500,2021-06-24
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4723,44,"A5","356 Fairbanks",NA,10306,1,0,1,2300,1152,1970,"1","A5",480000,2021-04-08
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4724,42,"A5","410 Montreal Avenue",NA,10306,1,0,1,2342,1408,1978,"1","A5",628000,2021-05-14
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4725,9,"A5","415 Montreal Avenue",NA,10306,1,0,1,2700,1200,1970,"1","A5",555000,2021-06-30
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4726,16,"A1","574 Pendale Street",NA,10306,1,0,1,5000,2200,2002,"1","A1",875000,2020-11-12
"staten_island","Oakwood-Beach","01 One Family Dwellings","1",4792,33,"A2","148 Fox Beach Avenue",NA,10306,1,0,1,1550,702,1930,"1","A2",101500,2021-03-05
"staten_island","Oakwood-Beach","02 Two Family Dwellings","1",4000,29,"B9","369 Oak Avenue",NA,10306,2,0,2,3535,1482,1999,"1","B9",712000,2020-11-20
"staten_island","Oakwood-Beach","02 Two Family Dwellings","1",4720,1,"B2","385 Montreal Avenue",NA,10306,2,0,2,4500,3300,1978,"1","B2",920000,2021-07-08
"staten_island","Oakwood-Beach","02 Two Family Dwellings","1",4720,39,"B2","174 Malone Avenue",NA,10306,2,0,2,4500,2133,1975,"1","B2",375000,2020-10-15
"staten_island","Oakwood-Beach","02 Two Family Dwellings","1",4721,25,"B2","3088 Hylan Boulevard",NA,10306,2,0,2,5812,1720,1980,"1","B2",850000,2021-02-09
"staten_island","Oakwood-Beach","02 Two Family Dwellings","1",4721,31,"B9","3074 Hylan Boulevard",NA,10306,2,0,2,6028,1900,1980,"1","B9",730000,2021-03-17
"staten_island","Oakwood-Beach","02 Two Family Dwellings","1",4724,11,"B9","329 Fairbanks Avenue",NA,10306,2,0,2,2500,1536,1978,"1","B9",630000,2021-04-22
"staten_island","Oakwood-Beach","02 Two Family Dwellings","1",4726,9,"B2","205 Malone Avenue",NA,10306,2,0,2,4400,2136,1970,"1","B2",810000,2020-12-24
"staten_island","Oakwood-Beach","02 Two Family Dwellings","1",4726,18,"B2","570 Pendale Street",NA,10306,2,0,2,4100,2264,1975,"1","B2",815000,2020-09-21
"staten_island","Oakwood-Beach","02 Two Family Dwellings","1",4728,109,"B2","104 Brook Avenue",NA,10306,2,0,2,6201,2544,1970,"1","B2",920000,2021-03-18
"staten_island","Pleasant Plains","01 One Family Dwellings","1",6765,88,"A3","70 Bayside Lane",NA,10309,1,0,1,8761,3150,2012,"1","A3",1085000,2020-12-16
"staten_island","Pleasant Plains","01 One Family Dwellings","1",6765,92,"A3","1 St Edward Lane",NA,10309,1,0,1,14215,2100,2010,"1","A3",999999,2020-10-30
"staten_island","Pleasant Plains","01 One Family Dwellings","1",6787,90,"A1","15 Carolyn Court",NA,10309,1,0,1,9954,3540,1996,"1","A1",1525000,2021-07-28
"staten_island","Pleasant Plains","01 One Family Dwellings","1",6793,9,"A2","227 Sharrott Avenue",NA,10309,1,0,1,7553,1096,1950,"1","A2",665000,2020-10-20
"staten_island","Pleasant Plains","01 One Family Dwellings","1",6793,57,"A1","27 Stevenson Place",NA,10309,1,0,1,9360,3560,1996,"1","A1",1168000,2021-01-26
"staten_island","Pleasant Plains","01 One Family Dwellings","1",6793,63,"A2","19 Stevenson Place",NA,10309,1,0,1,7148,2496,1940,"1","A2",960000,2020-10-01
"staten_island","Pleasant Plains","01 One Family Dwellings","1",6795,3,"A1","197 Sharrott Avenue",NA,10309,1,0,1,4800,1880,1940,"1","A1",427500,2021-05-13
"staten_island","Pleasant Plains","01 One Family Dwellings","1",6795,36,"A3","96 Cordelia Avenue",NA,10309,1,0,1,9120,3600,1993,"1","A3",1275000,2021-07-30
"staten_island","Pleasant Plains","01 One Family Dwellings","1",6805,119,"A1","6170 Amboy Road",NA,10309,1,0,1,6594,1446,1935,"1","A1",599999,2021-01-26
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7420,70,"A1","35 Outerbridge Avenue",NA,10309,1,0,1,5292,1822,1910,"1","A1",655000,2021-08-17
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7420,80,"A2","43 Outerbridge Avenue",NA,10309,1,0,1,7020,1128,1950,"1","A2",860000,2021-01-15
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7497,7,"A2","59 Pleasant Plains Ave",NA,10309,1,0,1,6944,1583,1901,"1","A2",6e+05,2021-02-24
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7533,48,"A1","95 Station Avenue",NA,10309,1,0,1,5700,1600,1901,"1","A1",575000,2021-02-19
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7533,129,"A5","16 Pleasant Plains Avenue",NA,10309,1,0,1,1633,1220,2003,"1","A5",565000,2020-12-21
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7534,157,"A1","24 Station Avenue",NA,10309,1,0,1,4240,1393,1915,"1","A1",580000,2021-01-11
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7534,329,"A3","8 Savona Court",NA,10309,1,0,1,6827,2636,2018,"1","A3",1094619,2021-01-07
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7534,388,"A1","27 Savo Loop",NA,10309,1,0,1,4085,2500,1997,"1","A1",865000,2021-07-13
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7536,45,"A3","208 Pleasant Plains Ave",NA,10309,1,0,1,11000,2744,1984,"1","A3",1085000,2021-07-13
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7702,289,"A5","34 Penton Street",NA,10309,1,0,1,2376,1340,2001,"1","A5",609000,2021-04-15
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7702,343,"A5","20 Cranberry Court",NA,10309,1,0,1,1488,1350,2002,"1","A5",490000,2021-01-06
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7702,349,"A5","30 Cranberry Court",NA,10309,1,0,1,1488,1350,2002,"1","A5",495000,2020-11-23
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7710,520,"A2","442 Richard Avenue",NA,10309,1,0,1,6900,1108,1950,"1","A2",8e+05,2021-05-18
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7710,529,"A0","424 Richard Avenue",NA,10309,1,0,1,6000,900,1950,"1","A0",535000,2020-09-01
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7740,43,"A2","350 Richard Avenue",NA,10309,1,0,1,8700,1115,1950,"1","A2",6e+05,2021-06-03
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7755,25,"A5","126 Camden Avenue",NA,10309,1,0,1,2400,2140,1996,"1","A5",640000,2020-11-23
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7755,28,"A3","114 Camden Avenue",NA,10309,1,0,1,5855,5062,2004,"1","A3",1180000,2020-10-16
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7755,31,"A3","108 Camden Avenue",NA,10309,1,0,1,5960,5238,2004,"1","A3",1230000,2021-05-10
"staten_island","Pleasant Plains","01 One Family Dwellings","1",7755,56,"A5","6773 Hylan Blvd",NA,10309,1,0,1,2417,1500,1996,"1","A5",599999,2020-12-08
"staten_island","Pleasant Plains","02 Two Family Dwellings","1",6775,249,"B2","42 Sherwood Avenue",NA,10309,2,0,2,10150,2200,1999,"1","B2",950000,2021-07-06
"staten_island","Pleasant Plains","02 Two Family Dwellings","1",6788,75,"B2","17 Vail Avenue",NA,10309,2,0,2,8000,4050,2020,"1","B2",1323725,2021-03-10
"staten_island","Pleasant Plains","02 Two Family Dwellings","1",6789,40,"B2","172 Woodvale Avenue",NA,10309,2,0,2,4632,2800,2001,"1","B2",1083000,2021-08-06
